epic_number,Campaign,DJA_Class,DJA_Probability,Class
210820920,4, Noise,0.735632, Noise
210820939,4,OTHPER,0.51732,OTHPER
210820979,4,OTHPER,0.838326,OTHPER
210821018,4, Noise,0.8374450000000001, Noise
210821077,4,OTHPER,0.870555,OTHPER
210821098,4,OTHPER,0.766779,OTHPER
210821360,4,    EA,0.637914,    EA
210821382,4, Noise,0.593547, Noise
210821498,4,OTHPER,0.978007,OTHPER
210821514,4, Noise,0.6696840000000001, Noise
210822040,4, Noise,0.889766, Noise
210822213,4, Noise,0.543554, Noise
210822251,4,OTHPER,0.6853100000000001,OTHPER
210822498,4,OTHPER,0.871085,OTHPER
210822528,4,OTHPER,0.808407,OTHPER
210822529,4, Noise,0.558277, Noise
210822544,4,OTHPER,0.7498239999999999,OTHPER
210822575,4,OTHPER,0.957403,OTHPER
210822644,4,OTHPER,0.672037,OTHPER
210822691,4,    EA,0.998945,    EA
210822713,4,OTHPER,0.910951,OTHPER
210822811,4, Noise,0.7721279999999999, Noise
210822989,4,OTHPER,0.610352,OTHPER
210823023,4, Noise,0.676192, Noise
210823027,4, Noise,0.539279, Noise
210823137,4, Noise,0.659496, Noise
210823140,4,OTHPER,0.885876,OTHPER
210823406,4,    EA,0.820509, Noise
210823425,4,OTHPER,0.513749,OTHPER
210823504,4,OTHPER,0.562401,OTHPER
210823659,4,OTHPER,0.603852,OTHPER
210823872,4,OTHPER,0.938995,OTHPER
210823904,4, Noise,0.659279, Noise
210823911,4,OTHPER,0.96437,OTHPER
210824031,4, Noise,0.617321, Noise
210824075,4, Noise,0.734503, Noise
210824339,4, Noise,0.6520279999999999, Noise
210824357,4, Noise,0.7263229999999999, Noise
210824375,4, Noise,0.548742, Noise
210824438,4, Noise,0.638235, Noise
210824524,4,OTHPER,0.5747359999999999,OTHPER
210824750,4,OTHPER,0.893882,OTHPER
210824828,4,OTHPER,0.853391,OTHPER
210824958,4,OTHPER,0.510865,OTHPER
210825213,4, Noise,0.790771, Noise
210825245,4, Noise,0.740146, Noise
210825751,4,OTHPER,0.707277,OTHPER
210826023,4, Noise,0.50265, Noise
210826038,4,OTHPER,0.97937,OTHPER
210826331,4, Noise,0.659238, Noise
210826435,4, Noise,0.619421, Noise
210826491,4, Noise,0.5274300000000001, Noise
210826704,4, Noise,0.514013, Noise
210826756,4, Noise,0.5353760000000001, Noise
210826800,4, Noise,0.5708, Noise
210826837,4,OTHPER,0.908013,OTHPER
210826853,4, Noise,0.620134, Noise
210826865,4,OTHPER,0.501509,OTHPER
210826886,4,OTHPER,0.5501010000000001,OTHPER
210826887,4,OTHPER,0.905631,OTHPER
210826892,4,OTHPER,0.918833,OTHPER
210826925,4,OTHPER,0.8378899999999999,OTHPER
210826950,4,OTHPER,0.553134,OTHPER
210827030,4,OTHPER,0.770652,OTHPER
210827040,4, Noise,0.512691, Noise
210827045,4, Noise,0.800136, Noise
210827505,4,OTHPER,0.7006640000000001,OTHPER
210827723,4, Noise,0.811195, Noise
210828099,4,OTHPER,0.536419,OTHPER
210828108,4, Noise,0.5116539999999999, Noise
210828294,4,OTHPER,0.981842,OTHPER
210828314,4,OTHPER,0.551534,OTHPER
210828387,4, Noise,0.546337, Noise
210828429,4,OTHPER,0.870669,OTHPER
210828665,4,OTHPER,0.903376,OTHPER
210829176,4, Noise,0.689021, Noise
210829246,4, Noise,0.612683, Noise
210829260,4, Noise,0.639232, Noise
210829398,4,OTHPER,0.5348890000000001,OTHPER
210829407,4, Noise,0.5094569999999999, Noise
210829632,4,OTHPER,0.961257,OTHPER
210829679,4,OTHPER,0.562178,OTHPER
210829783,4, DSCUT,0.908573, DSCUT
210829886,4,OTHPER,0.822768,OTHPER
210829916,4, Noise,0.714988, Noise
210829957,4,OTHPER,0.601938,OTHPER
210829981,4,OTHPER,0.5019520000000001,OTHPER
210829990,4,OTHPER,0.553502,OTHPER
210830104,4, Noise,0.75981, Noise
210830319,4,OTHPER,0.561674,OTHPER
210830338,4, Noise,0.729961, Noise
210830467,4,OTHPER,0.7318439999999999,OTHPER
210830496,4,OTHPER,0.515185,OTHPER
210830646,4,  RRab,0.94409,  RRab
210830690,4,OTHPER,0.651949,OTHPER
210830751,4, Noise,0.709447, Noise
210830899,4,OTHPER,0.936997,OTHPER
210830948,4,OTHPER,0.9002969999999999,OTHPER
210830951,4,OTHPER,0.934898,OTHPER
210831071,4, Noise,0.568384, Noise
210831124,4,OTHPER,0.645881,OTHPER
210831310,4,OTHPER,0.8752200000000001,OTHPER
210831368,4, Noise,0.925424, Noise
210831392,4,OTHPER,0.918893,OTHPER
210831669,4,OTHPER,0.697762,OTHPER
210831686,4, Noise,0.535474, Noise
210831890,4, Noise,0.560906, Noise
210831943,4,OTHPER,0.849626,OTHPER
210832136,4, Noise,0.590655, Noise
210832294,4, Noise,0.642176, Noise
210832295,4,OTHPER,0.509419,OTHPER
210832378,4,OTHPER,0.899999,OTHPER
210832390,4,OTHPER,0.67594,OTHPER
210833022,4, Noise,0.577853, Noise
210833215,4,OTHPER,0.6034729999999999,OTHPER
210833552,4,OTHPER,0.507743,OTHPER
210833580,4,OTHPER,0.975749,OTHPER
210833622,4,OTHPER,0.750736,OTHPER
210833704,4, Noise,0.734486, Noise
210833748,4,OTHPER,0.717812,OTHPER
210833765,4, Noise,0.776513, Noise
210833947,4, Noise,0.616171, Noise
210833978,4,OTHPER,0.562563,OTHPER
210834028,4, Noise,0.505232, Noise
210834093,4, Noise,0.5126930000000001, Noise
210834192,4,OTHPER,0.736766,OTHPER
210834300,4, Noise,0.808914, Noise
210834331,4,OTHPER,0.7123010000000001,OTHPER
210834373,4, Noise,0.695377, Noise
210834430,4,OTHPER,0.911759,OTHPER
210834482,4,OTHPER,0.769108,OTHPER
210834502,4, Noise,0.60363, Noise
210834598,4, Noise,0.5756399999999999, Noise
210834614,4, Noise,0.745563, Noise
210834631,4,OTHPER,0.695243,OTHPER
210834805,4, Noise,0.551541, Noise
210834809,4, Noise,0.6784789999999999, Noise
210834842,4, Noise,0.7886449999999999, Noise
210835075,4, Noise,0.5511560000000001, Noise
210835399,4,OTHPER,0.5449609999999999,OTHPER
210835413,4,OTHPER,0.959403,OTHPER
210835417,4, Noise,0.5325770000000001, Noise
210835649,4, Noise,0.572983, Noise
210835656,4, Noise,0.714518, Noise
210835735,4,    EB,0.950038,    EB
210835822,4,OTHPER,0.539744,OTHPER
210835829,4, Noise,0.605055, Noise
210835849,4, Noise,0.761429, Noise
210835968,4,OTHPER,0.962491,OTHPER
210836056,4,OTHPER,0.730876,OTHPER
210836070,4,OTHPER,0.65861,OTHPER
210836118,4,OTHPER,0.646284,OTHPER
210836309,4, Noise,0.580537, Noise
210836344,4,OTHPER,0.5394180000000001,OTHPER
210836472,4,OTHPER,0.963586,OTHPER
210836521,4, Noise,0.523816, Noise
210836529,4, Noise,0.575167, Noise
210836550,4, Noise,0.546812, Noise
210836618,4, Noise,0.520998, Noise
210836660,4, Noise,0.7514310000000001, Noise
210836770,4, Noise,0.782701, Noise
210836897,4, Noise,0.510865, Noise
210837083,4,OTHPER,0.950903,OTHPER
210837175,4, Noise,0.534203, Noise
210837233,4, Noise,0.545832, Noise
210837242,4,OTHPER,0.938231,OTHPER
210837289,4,OTHPER,0.8366020000000001,OTHPER
210837312,4, Noise,0.752261, Noise
210837322,4, Noise,0.658144, Noise
210837336,4,OTHPER,0.676987,OTHPER
210837378,4, Noise,0.64455, Noise
210837411,4, Noise,0.657077, Noise
210837492,4,OTHPER,0.91662,OTHPER
210837494,4,OTHPER,0.701941,OTHPER
210837518,4,OTHPER,0.5764739999999999,OTHPER
210837690,4,OTHPER,0.58465,OTHPER
210837904,4,OTHPER,0.644968,OTHPER
210838181,4,OTHPER,0.566421,OTHPER
210838192,4,    EB,0.542805,    EB
210838334,4, Noise,0.725853, Noise
210838381,4,OTHPER,0.933366,OTHPER
210838472,4, Noise,0.8197059999999999, Noise
210838866,4, Noise,0.793075, Noise
210838881,4, Noise,0.566643, Noise
210838970,4, Noise,0.668922, Noise
210838972,4,OTHPER,0.500111,OTHPER
210839077,4,OTHPER,0.7828229999999999,OTHPER
210839241,4,OTHPER,0.8368260000000001,OTHPER
210839311,4, Noise,0.765044, Noise
210839363,4,  RRab,0.89189,  RRab
210839371,4, Noise,0.689372, Noise
210839388,4,OTHPER,0.770976,OTHPER
210839410,4, Noise,0.796663, Noise
210839443,4, Noise,0.59032, Noise
210839517,4, Noise,0.5001979999999999, Noise
210839583,4, Noise,0.642808, Noise
210839733,4, Noise,0.561956, Noise
210839810,4,OTHPER,0.6684329999999999,OTHPER
210839912,4,OTHPER,0.58596,OTHPER
210839932,4, Noise,0.5243899999999999, Noise
210839963,4, Noise,0.678403, Noise
210839972,4, Noise,0.515688, Noise
210840053,4, Noise,0.516844, Noise
210840112,4,OTHPER,0.616344,OTHPER
210840205,4, Noise,0.530375, Noise
210840287,4,OTHPER,0.522806,OTHPER
210840439,4, Noise,0.907358, Noise
210840695,4, Noise,0.5927859999999999, Noise
210840904,4, Noise,0.564657, Noise
210841030,4, Noise,0.7822939999999999, Noise
210841341,4, Noise,0.721002, Noise
210841665,4, Noise,0.603299, Noise
210841787,4, Noise,0.729255, Noise
210841886,4, Noise,0.600329, Noise
210842013,4, Noise,0.6412359999999999, Noise
210842062,4,OTHPER,0.6688350000000001,OTHPER
210842090,4, Noise,0.678081, Noise
210842168,4, Noise,0.590109, Noise
210842295,4, Noise,0.636209, Noise
210842433,4, Noise,0.658618, Noise
210842468,4, Noise,0.545357, Noise
210842555,4, Noise,0.6075649999999999, Noise
210842639,4,OTHPER,0.658523,OTHPER
210842893,4, Noise,0.502909, Noise
210842908,4, Noise,0.584825, Noise
210842947,4, Noise,0.734796, Noise
210842971,4,OTHPER,0.5173270000000001,OTHPER
210843079,4, Noise,0.645664, Noise
210843129,4, Noise,0.688674, Noise
210843132,4, Noise,0.745449, Noise
210843236,4, Noise,0.660573, Noise
210843244,4, Noise,0.507753, Noise
210843343,4,OTHPER,0.673599,OTHPER
210843406,4, Noise,0.526456, Noise
210843533,4, Noise,0.7326010000000001, Noise
210843635,4,OTHPER,0.958717,OTHPER
210843674,4, Noise,0.8859549999999999, Noise
210843699,4,OTHPER,0.5413439999999999,OTHPER
210843708,4,OTHPER,0.737743,OTHPER
210843739,4, Noise,0.55114, Noise
210843815,4, Noise,0.701451, Noise
210843987,4,OTHPER,0.732992,OTHPER
210844027,4,OTHPER,0.782088,OTHPER
210844035,4, Noise,0.7841640000000001, Noise
210844046,4, Noise,0.509966, Noise
210844313,4, Noise,0.652303, Noise
210844325,4, Noise,0.798383, Noise
210844412,4,OTHPER,0.584696,OTHPER
210844511,4, Noise,0.727318, Noise
210844537,4,OTHPER,0.585494,OTHPER
210844626,4, DSCUT,0.755069, DSCUT
210844895,4, Noise,0.642158, Noise
210845208,4, Noise,0.739812, Noise
210845303,4, DSCUT,0.965365, DSCUT
210845448,4,OTHPER,0.57862,OTHPER
210845470,4, Noise,0.8283520000000001, Noise
210845502,4,OTHPER,0.746326,OTHPER
210845609,4,OTHPER,0.613394,OTHPER
210845657,4, Noise,0.528609, Noise
210845917,4, Noise,0.533886, Noise
210845935,4,OTHPER,0.599567,OTHPER
210846095,4,OTHPER,0.8299799999999999,OTHPER
210846098,4, Noise,0.663191, Noise
210846164,4, Noise,0.6076600000000001, Noise
210846260,4,OTHPER,0.8700600000000001,OTHPER
210846268,4,OTHPER,0.554162,OTHPER
210846412,4, Noise,0.969949, Noise
210846597,4, Noise,0.607457, Noise
210846637,4,OTHPER,0.724242,OTHPER
210846687,4,OTHPER,0.603594,OTHPER
210846736,4,    EA,0.982008,    EA
210846742,4, Noise,0.757296, Noise
210846818,4, Noise,0.767093, Noise
210846873,4, Noise,0.5366270000000001, Noise
210846995,4,OTHPER,0.745305,OTHPER
210847007,4, Noise,0.7789149999999999, Noise
210847165,4,OTHPER,0.893365,OTHPER
210847201,4,OTHPER,0.534619,OTHPER
210847216,4, Noise,0.876072, Noise
210847389,4, Noise,0.7189840000000001, Noise
210847428,4,OTHPER,0.80684,OTHPER
210847508,4,OTHPER,0.605965,OTHPER
210847563,4, Noise,0.735029, Noise
210847715,4, Noise,0.508991, Noise
210847899,4,OTHPER,0.5658270000000001,OTHPER
210847949,4, Noise,0.540345, Noise
210848071,4,OTHPER,0.565314,OTHPER
210848094,4,OTHPER,0.7609279999999999,OTHPER
210848114,4, Noise,0.6453399999999999, Noise
210848199,4, Noise,0.597517, Noise
210848273,4, Noise,0.556254, Noise
210848323,4, Noise,0.6166149999999999, Noise
210848396,4, Noise,0.6550699999999999, Noise
210848658,4, Noise,0.675374, Noise
210848772,4, Noise,0.656227, Noise
210848775,4,OTHPER,0.5508310000000001,OTHPER
210848863,4,OTHPER,0.933922,OTHPER
210848916,4,OTHPER,0.856643,OTHPER
210848998,4, Noise,0.506861, Noise
210849034,4,OTHPER,0.5306270000000001,OTHPER
210849044,4, DSCUT,0.917766, DSCUT
210849110,4, Noise,0.585384, Noise
210849152,4, Noise,0.680139, Noise
210849173,4, Noise,0.694856, Noise
210849200,4, Noise,0.6167100000000001, Noise
210849256,4,OTHPER,0.983315,OTHPER
210849580,4,OTHPER,0.698904,OTHPER
210849700,4,OTHPER,0.518224,OTHPER
210849729,4, Noise,0.514443, Noise
210849741,4,OTHPER,0.8031560000000001,OTHPER
210849830,4, Noise,0.636209, Noise
210850118,4, Noise,0.576299, Noise
210850415,4, Noise,0.576734, Noise
210850434,4, Noise,0.607902, Noise
210850649,4, Noise,0.559221, Noise
210850656,4, Noise,0.7602899999999999, Noise
210850780,4, Noise,0.554768, Noise
210850959,4,OTHPER,0.525871,OTHPER
210851017,4,OTHPER,0.671586,OTHPER
210851481,4, Noise,0.542273, Noise
210851505,4, Noise,0.5828760000000001, Noise
210851535,4, Noise,0.5325489999999999, Noise
210851678,4,OTHPER,0.676466,OTHPER
210851738,4, Noise,0.587175, Noise
210851752,4,OTHPER,0.5523939999999999,OTHPER
210851943,4, Noise,0.574675, Noise
210852080,4,OTHPER,0.587569,OTHPER
210852232,4,OTHPER,0.516317,OTHPER
210852276,4,OTHPER,0.944406,OTHPER
210852423,4, Noise,0.5032, Noise
210852456,4, Noise,0.709012, Noise
210852477,4, Noise,0.552142, Noise
210852584,4,OTHPER,0.501706,OTHPER
210852866,4,OTHPER,0.8854190000000001,OTHPER
210852903,4,OTHPER,0.574271,OTHPER
210853138,4, Noise,0.514454, Noise
210853175,4,OTHPER,0.659189,OTHPER
210853223,4, Noise,0.5528689999999999, Noise
210853239,4, Noise,0.704487, Noise
210853461,4, Noise,0.5238510000000001, Noise
210853495,4, Noise,0.5423, Noise
210853497,4, Noise,0.5005310000000001, Noise
210853531,4,OTHPER,0.531084,OTHPER
210853541,4,OTHPER,0.741151,OTHPER
210853590,4,OTHPER,0.697543,OTHPER
210853606,4, Noise,0.543859, Noise
210853787,4, Noise,0.588737, Noise
210853791,4,OTHPER,0.5054569999999999,OTHPER
210853939,4,OTHPER,0.6244649999999999,OTHPER
210854098,4,OTHPER,0.685792,OTHPER
210854137,4,OTHPER,0.834189,OTHPER
210854138,4,OTHPER,0.7583489999999999,OTHPER
210854275,4, Noise,0.5644279999999999, Noise
210854283,4, Noise,0.518317, Noise
210854408,4,OTHPER,0.939,OTHPER
210854413,4,OTHPER,0.573889,OTHPER
210854432,4, Noise,0.554901, Noise
210854460,4, Noise,0.6360060000000001, Noise
210854497,4, Noise,0.521936, Noise
210854579,4, Noise,0.647034, Noise
210854751,4, Noise,0.724324, Noise
210854880,4, Noise,0.528301, Noise
210855272,4,OTHPER,0.920492,OTHPER
210855313,4,OTHPER,0.569887,OTHPER
210855350,4, Noise,0.734265, Noise
210855382,4, Noise,0.5685640000000001, Noise
210855511,4, Noise,0.731587, Noise
210855521,4,OTHPER,0.832048,OTHPER
210855718,4, Noise,0.8874709999999999, Noise
210855754,4,OTHPER,0.7102930000000001,OTHPER
210855771,4, Noise,0.541029, Noise
210855784,4, Noise,0.6959890000000001, Noise
210855807,4, Noise,0.647062, Noise
210855818,4,OTHPER,0.509458,OTHPER
210855850,4,OTHPER,0.530414,OTHPER
210855900,4,OTHPER,0.901053,OTHPER
210856004,4,OTHPER,0.503787,OTHPER
210856071,4, Noise,0.624575, Noise
210856102,4,OTHPER,0.515526,OTHPER
210856110,4,OTHPER,0.887739,OTHPER
210856207,4, Noise,0.613905, Noise
210856220,4,OTHPER,0.6196510000000001,OTHPER
210856508,4, Noise,0.500131, Noise
210856581,4, Noise,0.7854899999999999, Noise
210856601,4, Noise,0.911259, Noise
210856752,4, Noise,0.8638809999999999, Noise
210856891,4,OTHPER,0.507053,OTHPER
210857004,4,OTHPER,0.635827,OTHPER
210857181,4, Noise,0.589068, Noise
210857328,4, Noise,0.514319, Noise
210857364,4, Noise,0.793255, Noise
210857465,4, DSCUT,0.960733, DSCUT
210857509,4, Noise,0.724966, Noise
210857749,4,    EA,0.947115, Noise
210858075,4,OTHPER,0.959165,OTHPER
210858192,4,OTHPER,0.62898,OTHPER
210858205,4, Noise,0.547864, Noise
210858375,4, Noise,0.748499, Noise
210858431,4,OTHPER,0.6267689999999999,OTHPER
210858560,4, Noise,0.771729, Noise
210858684,4,OTHPER,0.76198,OTHPER
210858719,4, Noise,0.530456, Noise
210858767,4, Noise,0.519375, Noise
210858809,4, Noise,0.6281329999999999, Noise
210858911,4, Noise,0.878474, Noise
210858949,4, Noise,0.546442, Noise
210858955,4,OTHPER,0.972252,OTHPER
210859013,4,OTHPER,0.678241,OTHPER
210859047,4,OTHPER,0.545801,OTHPER
210859099,4, DSCUT,0.99208, DSCUT
210859160,4,OTHPER,0.5240319999999999,OTHPER
210859667,4, Noise,0.7839659999999999, Noise
210859795,4, Noise,0.7649, Noise
210859863,4, Noise,0.712792, Noise
210859963,4, Noise,0.538828, Noise
210860060,4,OTHPER,0.540658,OTHPER
210860069,4, Noise,0.719202, Noise
210860102,4,OTHPER,0.680846,OTHPER
210860152,4,OTHPER,0.814178,OTHPER
210860453,4,OTHPER,0.690639,OTHPER
210860470,4,OTHPER,0.6164229999999999,OTHPER
210860562,4, Noise,0.510131, Noise
210860697,4, Noise,0.676208, Noise
210860787,4,OTHPER,0.7672829999999999,OTHPER
210860953,4,OTHPER,0.699239,OTHPER
210860959,4,OTHPER,0.512861,OTHPER
210861147,4, Noise,0.912031, Noise
210861320,4, Noise,0.666046, Noise
210861321,4, Noise,0.65477, Noise
210861381,4, Noise,0.669346, Noise
210861702,4,OTHPER,0.854701,OTHPER
210861773,4,OTHPER,0.8492639999999999,OTHPER
210862064,4, Noise,0.621024, Noise
210862379,4,OTHPER,0.50847,OTHPER
210862388,4, Noise,0.523981, Noise
210862422,4, Noise,0.864344, Noise
210862540,4, Noise,0.714064, Noise
210862612,4,OTHPER,0.781213,OTHPER
210862857,4, Noise,0.626958, Noise
210863038,4, Noise,0.676329, Noise
210863062,4,    EB,0.976138,    EA
210863079,4,OTHPER,0.575454,OTHPER
210863152,4,OTHPER,0.505613,OTHPER
210863188,4, Noise,0.710967, Noise
210863316,4, Noise,0.7135520000000001, Noise
210863421,4,  GDOR,0.8274030000000001,  GDOR
210863683,4,OTHPER,0.938874,OTHPER
210863738,4, Noise,0.522401, Noise
210863911,4, Noise,0.684055, Noise
210863964,4,OTHPER,0.720517,OTHPER
210863987,4, Noise,0.521841, Noise
210864330,4,OTHPER,0.750833,OTHPER
210864681,4,OTHPER,0.866819,OTHPER
210865005,4,OTHPER,0.693889,OTHPER
210865128,4, Noise,0.770622, Noise
210865148,4,    EA,0.994327,    EA
210865372,4,OTHPER,0.840966,OTHPER
210865436,4,OTHPER,0.6901109999999999,OTHPER
210865535,4, Noise,0.933831, Noise
210865651,4,OTHPER,0.5214479999999999,OTHPER
210865655,4,OTHPER,0.6795869999999999,OTHPER
210865674,4,OTHPER,0.686211,OTHPER
210865721,4, Noise,0.5190779999999999, Noise
210866018,4,OTHPER,0.7633840000000001,OTHPER
210866172,4,OTHPER,0.932705,OTHPER
210866248,4, Noise,0.650262, Noise
210866313,4, Noise,0.639509, Noise
210866350,4, Noise,0.554234, Noise
210866375,4,OTHPER,0.503433,OTHPER
210866450,4, Noise,0.583014, Noise
210866482,4,OTHPER,0.715106,OTHPER
210866537,4, Noise,0.6537069999999999, Noise
210866544,4, Noise,0.646809, Noise
210866600,4,OTHPER,0.692675,OTHPER
210866604,4, Noise,0.597788, Noise
210866646,4,OTHPER,0.8312579999999999,OTHPER
210866657,4, Noise,0.594407, Noise
210866694,4, Noise,0.640853, Noise
210866714,4, Noise,0.938535, Noise
210866744,4,OTHPER,0.826155,OTHPER
210866831,4, Noise,0.510883, Noise
210866850,4, Noise,0.57668, Noise
210867003,4,OTHPER,0.6350939999999999,OTHPER
210867047,4, Noise,0.5212939999999999, Noise
210867049,4, Noise,0.582182, Noise
210867056,4,OTHPER,0.856671,OTHPER
210867262,4,OTHPER,0.5821069999999999,OTHPER
210867398,4,OTHPER,0.776417,OTHPER
210867456,4,OTHPER,0.523998,OTHPER
210867515,4, Noise,0.7422489999999999, Noise
210867522,4,OTHPER,0.50795,OTHPER
210867525,4, Noise,0.6168100000000001, Noise
210867697,4,OTHPER,0.756613,OTHPER
210867819,4,OTHPER,0.618687,OTHPER
210867892,4, Noise,0.57392, Noise
210867983,4,OTHPER,0.525622,OTHPER
210867993,4,OTHPER,0.629246,OTHPER
210868183,4,OTHPER,0.5540229999999999,OTHPER
210868280,4, Noise,0.83775, Noise
210868373,4,OTHPER,0.8539120000000001,OTHPER
210868554,4,OTHPER,0.701782,OTHPER
210868642,4, Noise,0.590882, Noise
210868663,4,OTHPER,0.5288609999999999,OTHPER
210868782,4,OTHPER,0.531151,OTHPER
210868876,4,  RRab,0.8565860000000001,  RRab
210868893,4,OTHPER,0.534032,OTHPER
210868974,4, Noise,0.8255620000000001, Noise
210869095,4, Noise,0.75359, Noise
210869110,4,OTHPER,0.6164,OTHPER
210869120,4,OTHPER,0.768599,OTHPER
210869166,4, Noise,0.845715, Noise
210869192,4,OTHPER,0.7943899999999999,OTHPER
210869295,4, Noise,0.526868, Noise
210869539,4, Noise,0.6541140000000001, Noise
210869583,4, Noise,0.56776, Noise
210869638,4, Noise,0.600853, Noise
210869667,4,OTHPER,0.7996260000000001,OTHPER
210869792,4,OTHPER,0.816472,OTHPER
210869802,4,OTHPER,0.552719,OTHPER
210869872,4,OTHPER,0.607581,OTHPER
210869936,4, Noise,0.67878, Noise
210869954,4, Noise,0.687412, Noise
210870064,4,OTHPER,0.563921,OTHPER
210870257,4,OTHPER,0.973342,OTHPER
210870276,4,OTHPER,0.679741,OTHPER
210870456,4,OTHPER,0.859815,OTHPER
210870563,4,OTHPER,0.7611359999999999,OTHPER
210870657,4, Noise,0.634343, Noise
210870668,4,OTHPER,0.546744,OTHPER
210870965,4,OTHPER,0.6210359999999999,OTHPER
210871014,4, Noise,0.702604, Noise
210871118,4, Noise,0.58073, Noise
210871153,4, Noise,0.8668319999999999, Noise
210871366,4,OTHPER,0.624733,OTHPER
210871431,4,OTHPER,0.762483,OTHPER
210871724,4, Noise,0.833966, Noise
210871829,4, Noise,0.528193, Noise
210871931,4, Noise,0.611807, Noise
210872183,4,OTHPER,0.72768,OTHPER
210872409,4, Noise,0.780634, Noise
210872412,4, Noise,0.583162, Noise
210872505,4,OTHPER,0.7127859999999999,OTHPER
210872507,4,OTHPER,0.662098,OTHPER
210872522,4,OTHPER,0.650245,OTHPER
210872577,4,OTHPER,0.741966,OTHPER
210872597,4, Noise,0.519684, Noise
210872716,4, Noise,0.5280050000000001, Noise
210872764,4, Noise,0.771373, Noise
210872849,4, Noise,0.8539709999999999, Noise
210872978,4,OTHPER,0.676216,OTHPER
210872983,4, Noise,0.522746, Noise
210873190,4, Noise,0.519366, Noise
210873316,4,OTHPER,0.920886,OTHPER
210873639,4, Noise,0.88825, Noise
210873771,4, Noise,0.632782, Noise
210874029,4, Noise,0.723367, Noise
210874072,4, Noise,0.712379, Noise
210874078,4,OTHPER,0.776994,OTHPER
210874208,4,OTHPER,0.749736,OTHPER
210874259,4, Noise,0.521975, Noise
210874768,4, Noise,0.711854, Noise
210874775,4, Noise,0.763337, Noise
210874886,4,OTHPER,0.563239,OTHPER
210875069,4,OTHPER,0.759138,OTHPER
210875093,4, Noise,0.706904, Noise
210875118,4,OTHPER,0.52298,OTHPER
210875338,4, Noise,0.526219, Noise
210875386,4, Noise,0.5062260000000001, Noise
210875404,4, Noise,0.643889, Noise
210875450,4, Noise,0.571926, Noise
210875551,4, Noise,0.506195, Noise
210875595,4,OTHPER,0.677401,OTHPER
210875646,4,OTHPER,0.7118,OTHPER
210875657,4, Noise,0.704362, Noise
210875888,4,OTHPER,0.685979,OTHPER
210875952,4, DSCUT,0.592657, DSCUT
210875955,4, Noise,0.608255, Noise
210875980,4,OTHPER,0.717825,OTHPER
210876025,4,OTHPER,0.5807359999999999,OTHPER
210876027,4, Noise,0.630627, Noise
210876158,4,    EB,0.997798,    EB
210876163,4, Noise,0.551056, Noise
210876235,4, Noise,0.576059, Noise
210876566,4, Noise,0.626934, Noise
210876796,4,OTHPER,0.788407,OTHPER
210876954,4, Noise,0.628011, Noise
210877263,4,OTHPER,0.7768390000000001,OTHPER
210877326,4, Noise,0.629253, Noise
210877347,4,OTHPER,0.601589,OTHPER
210877423,4,OTHPER,0.761748,OTHPER
210877742,4, Noise,0.591553, Noise
210877773,4, Noise,0.7492479999999999, Noise
210877899,4, Noise,0.571079, Noise
210878168,4, Noise,0.54581, Noise
210878281,4,OTHPER,0.972939,OTHPER
210878343,4,OTHPER,0.592579,OTHPER
210878406,4,OTHPER,0.5847100000000001,OTHPER
210878536,4,OTHPER,0.6964520000000001,OTHPER
210878569,4,OTHPER,0.960558,OTHPER
210878635,4,OTHPER,0.554217,OTHPER
210879127,4, Noise,0.719272, Noise
210879195,4, Noise,0.676882, Noise
210879217,4,OTHPER,0.618749,OTHPER
210879449,4,OTHPER,0.5713189999999999,OTHPER
210879499,4,OTHPER,0.612634,OTHPER
210879553,4,OTHPER,0.8693360000000001,OTHPER
210879611,4,OTHPER,0.699092,OTHPER
210879662,4,OTHPER,0.850675,OTHPER
210879932,4,OTHPER,0.834199,OTHPER
210880335,4, Noise,0.512465, Noise
210880372,4, Noise,0.8713989999999999, Noise
210880382,4,OTHPER,0.769692,OTHPER
210880551,4,OTHPER,0.72104,OTHPER
210880558,4,OTHPER,0.605378,OTHPER
210880762,4,OTHPER,0.516333,OTHPER
210880835,4,OTHPER,0.539611,OTHPER
210880987,4,OTHPER,0.865202,OTHPER
210881060,4, Noise,0.71904, Noise
210881338,4,OTHPER,0.668259,OTHPER
210881376,4,OTHPER,0.5572060000000001,OTHPER
210881532,4, Noise,0.715588, Noise
210881667,4,OTHPER,0.724715,OTHPER
210881930,4,OTHPER,0.547523,OTHPER
210881975,4,OTHPER,0.808227,OTHPER
210882062,4, Noise,0.858591, Noise
210882071,4, Noise,0.558295, Noise
210882157,4, Noise,0.661222, Noise
210882273,4, Noise,0.822332, Noise
210882363,4, Noise,0.6021340000000001, Noise
210882654,4,OTHPER,0.937435,OTHPER
210882897,4, Noise,0.550495, Noise
210883020,4,OTHPER,0.908621,OTHPER
210883077,4,OTHPER,0.794007,OTHPER
210883143,4,OTHPER,0.80114,OTHPER
210883161,4, Noise,0.529646, Noise
210883308,4,OTHPER,0.763484,OTHPER
210883375,4, Noise,0.6032270000000001, Noise
210883417,4, Noise,0.5810960000000001, Noise
210883459,4,OTHPER,0.695846,OTHPER
210883527,4, Noise,0.58673, Noise
210883635,4, Noise,0.615233, Noise
210883656,4, Noise,0.648987, Noise
210883661,4, Noise,0.573361, Noise
