,epic_number,Campaign,DJA_Class,Probability,Class
14151,210751725,4, Noise,0.697925, Noise
14152,210751738,4,OTHPER,0.737483,OTHPER
14153,210751762,4, Noise,0.547408, Noise
14154,210751804,4, Noise,0.586129, Noise
14155,210751817,4,OTHPER,0.5341520000000001,OTHPER
14156,210751911,4, Noise,0.518995, Noise
14157,210751912,4, Noise,0.748826, Noise
14158,210751938,4, Noise,0.568994, Noise
14159,210751948,4, Noise,0.717492, Noise
14160,210752066,4, Noise,0.658948, Noise
14161,210752074,4,OTHPER,0.980809,OTHPER
14162,210752101,4,OTHPER,0.531686,OTHPER
14163,210752255,4, Noise,0.614456, Noise
14164,210752296,4, Noise,0.517181, Noise
14165,210752299,4, Noise,0.66259, Noise
14166,210752442,4,OTHPER,0.839578,OTHPER
14167,210752492,4,OTHPER,0.6098279999999999,OTHPER
14168,210752554,4, Noise,0.7233350000000001, Noise
14169,210752606,4, DSCUT,0.535027, DSCUT
14170,210752677,4, Noise,0.586585, Noise
14171,210752703,4, Noise,0.651975, Noise
14172,210752725,4, Noise,0.637616, Noise
14173,210752799,4, Noise,0.731154, Noise
14174,210752809,4,OTHPER,0.926709,OTHPER
14175,210753033,4, Noise,0.722755, Noise
14176,210753054,4, Noise,0.574818, Noise
14177,210753058,4, Noise,0.693948, Noise
14178,210753069,4, Noise,0.906817, Noise
14179,210753162,4, Noise,0.8320719999999999, Noise
14180,210753177,4,OTHPER,0.7033510000000001,OTHPER
14181,210753206,4, Noise,0.657042, Noise
14182,210753247,4, Noise,0.909994, Noise
14183,210753258,4,OTHPER,0.506169,OTHPER
14184,210753260,4,OTHPER,0.785179,OTHPER
14185,210753273,4,OTHPER,0.803141,OTHPER
14186,210753274,4, Noise,0.532211, Noise
14187,210753429,4, Noise,0.518293, Noise
14188,210753448,4,OTHPER,0.919727,OTHPER
14189,210753478,4,    EA,0.590218, Noise
14190,210753509,4, Noise,0.672081, Noise
14191,210753708,4,OTHPER,0.518588,OTHPER
14192,210753778,4, Noise,0.614442, Noise
14193,210753800,4,OTHPER,0.6352770000000001,OTHPER
14194,210753804,4, Noise,0.775544, Noise
14195,210753975,4, Noise,0.900142, Noise
14196,210753987,4, Noise,0.628522, Noise
14197,210753999,4, Noise,0.946602, Noise
14198,210754040,4,OTHPER,0.6367079999999999,OTHPER
14199,210754105,4,OTHPER,0.585916,OTHPER
14200,210754144,4,OTHPER,0.597952,OTHPER
14201,210754168,4, Noise,0.5189239999999999, Noise
14202,210754200,4, Noise,0.677701, Noise
14203,210754236,4,OTHPER,0.592893,OTHPER
14204,210754254,4, Noise,0.813204, Noise
14205,210754272,4,OTHPER,0.554926,OTHPER
14206,210754282,4, Noise,0.740751, Noise
14207,210754314,4, Noise,0.904383, Noise
14208,210754434,4,OTHPER,0.8377620000000001,OTHPER
14209,210754505,4,OTHPER,0.685207,OTHPER
14210,210754517,4, Noise,0.738312, Noise
14211,210754523,4, Noise,0.643301, Noise
14212,210754525,4, Noise,0.565929, Noise
14213,210754609,4,OTHPER,0.711457,OTHPER
14214,210754617,4, Noise,0.5827140000000001, Noise
14215,210754620,4,OTHPER,0.737483,OTHPER
14216,210754625,4, Noise,0.638317, Noise
14217,210754643,4,OTHPER,0.740847,OTHPER
14218,210754660,4, Noise,0.5864010000000001, Noise
14219,210754703,4, Noise,0.8423809999999999, Noise
14220,210754711,4,  RRab,0.730719,  RRab
14221,210754756,4,  GDOR,0.913712,    EA
14222,210754849,4, Noise,0.783782, Noise
14223,210754915,4,OTHPER,0.686987,OTHPER
14224,210754949,4, Noise,0.603057, Noise
14225,210755021,4, Noise,0.604301, Noise
14226,210755054,4, Noise,0.641313, Noise
14227,210755066,4,OTHPER,0.505867,OTHPER
14228,210755081,4,OTHPER,0.992984,OTHPER
14229,210755146,4, Noise,0.628055, Noise
14230,210755166,4, Noise,0.619698, Noise
14231,210755186,4,OTHPER,0.812808,OTHPER
14232,210755379,4, Noise,0.553901, Noise
14233,210755407,4, Noise,0.521088, Noise
14234,210755409,4, Noise,0.63646, Noise
14235,210755470,4, Noise,0.657619, Noise
14236,210755506,4, Noise,0.601308, Noise
14237,210755538,4, Noise,0.6265270000000001, Noise
14238,210755594,4,OTHPER,0.872017,OTHPER
14239,210755778,4, Noise,0.744433, Noise
14240,210755820,4,OTHPER,0.500737,OTHPER
14241,210755824,4, Noise,0.511179, Noise
14242,210755828,4, Noise,0.666687, Noise
14243,210755922,4, Noise,0.582699, Noise
14244,210755929,4, Noise,0.683801, Noise
14245,210755944,4,OTHPER,0.7379439999999999,OTHPER
14246,210755971,4, Noise,0.682833, Noise
14247,210755990,4,OTHPER,0.759017,OTHPER
14248,210756090,4,OTHPER,0.788235,OTHPER
14249,210756174,4, Noise,0.744005, Noise
14250,210756421,4, Noise,0.536227, Noise
14251,210756446,4, Noise,0.656818, Noise
14252,210756524,4,OTHPER,0.973984,OTHPER
14253,210756555,4, Noise,0.5873430000000001, Noise
14254,210756629,4, Noise,0.666115, Noise
14255,210756666,4,OTHPER,0.597615,OTHPER
14256,210756714,4,OTHPER,0.5968439999999999,OTHPER
14257,210756725,4, Noise,0.645069, Noise
14258,210756808,4, Noise,0.5575869999999999, Noise
14259,210756854,4,OTHPER,0.701911,OTHPER
14260,210756938,4,OTHPER,0.68233,OTHPER
14261,210756946,4, Noise,0.5134489999999999, Noise
14262,210757007,4,OTHPER,0.5346850000000001,OTHPER
14263,210757023,4, Noise,0.694787, Noise
14264,210757084,4, Noise,0.649724, Noise
14265,210757163,4,OTHPER,0.944249,OTHPER
14266,210757182,4, Noise,0.564134, Noise
14267,210757425,4, Noise,0.6661279999999999, Noise
14268,210757653,4,OTHPER,0.660451,OTHPER
14269,210757662,4, Noise,0.590735, Noise
14270,210757663,4,OTHPER,0.668516,OTHPER
14271,210757702,4, Noise,0.737273, Noise
14272,210757737,4, Noise,0.765886, Noise
14273,210757750,4,OTHPER,0.763018,OTHPER
14274,210757756,4,OTHPER,0.663856,OTHPER
14275,210757885,4, Noise,0.537391, Noise
14276,210758008,4, Noise,0.7805479999999999, Noise
14277,210758134,4, Noise,0.5954189999999999, Noise
14278,210758148,4,OTHPER,0.6010949999999999,OTHPER
14279,210758168,4, DSCUT,0.797409, DSCUT
14280,210758326,4, Noise,0.727646, Noise
14281,210758429,4,OTHPER,0.621668,OTHPER
14282,210758434,4, Noise,0.714925, Noise
14283,210758498,4,OTHPER,0.705763,OTHPER
14284,210758590,4,OTHPER,0.830842,OTHPER
14285,210758680,4,OTHPER,0.985714,OTHPER
14286,210758686,4, Noise,0.503744, Noise
14287,210758732,4,OTHPER,0.761671,OTHPER
14288,210758740,4, Noise,0.553906, Noise
14289,210758742,4, Noise,0.647608, Noise
14290,210758754,4,OTHPER,0.730685,OTHPER
14291,210758871,4, Noise,0.830701, Noise
14292,210758873,4, Noise,0.50117, Noise
14293,210759143,4, Noise,0.735795, Noise
14294,210759160,4, Noise,0.813086, Noise
14295,210759191,4, Noise,0.504354, Noise
14296,210759211,4, Noise,0.5271979999999999, Noise
14297,210759367,4,OTHPER,0.898344,OTHPER
14298,210759375,4,OTHPER,0.5035189999999999,OTHPER
14299,210759459,4,OTHPER,0.564792,OTHPER
14300,210759500,4, Noise,0.688619, Noise
14301,210759555,4, Noise,0.828616, Noise
14302,210759564,4,OTHPER,0.790401,OTHPER
14303,210759796,4, Noise,0.808871, Noise
14304,210759808,4,OTHPER,0.80914,OTHPER
14305,210759873,4,OTHPER,0.951972,OTHPER
14306,210759911,4, Noise,0.513311, Noise
14307,210759991,4, Noise,0.960142, Noise
14308,210760024,4,OTHPER,0.5038699999999999,OTHPER
14309,210760029,4, Noise,0.641169, Noise
14310,210760080,4, Noise,0.711823, Noise
14311,210760105,4, Noise,0.524093, Noise
14312,210760183,4, Noise,0.732192, Noise
14313,210760250,4,OTHPER,0.707701,OTHPER
14314,210760253,4,OTHPER,0.62224,OTHPER
14315,210760285,4,OTHPER,0.7956489999999999,OTHPER
14316,210760314,4,    EA,0.883266, Noise
14317,210760411,4, Noise,0.575629, Noise
14318,210760483,4, Noise,0.636914, Noise
14319,210760515,4,OTHPER,0.696519,OTHPER
14320,210760706,4,OTHPER,0.8570709999999999,OTHPER
14321,210760762,4, Noise,0.638183, Noise
14322,210760764,4,OTHPER,0.99014,OTHPER
14323,210760779,4, Noise,0.743988, Noise
14324,210760851,4,OTHPER,0.529253,OTHPER
14325,210760917,4,OTHPER,0.864259,OTHPER
14326,210760983,4, Noise,0.574488, Noise
14327,210760996,4,OTHPER,0.578598,OTHPER
14328,210761025,4, Noise,0.70967, Noise
14329,210761045,4, Noise,0.6945319999999999, Noise
14330,210761053,4, Noise,0.857834, Noise
14331,210761102,4, Noise,0.7665569999999999, Noise
14332,210761114,4,OTHPER,0.903531,OTHPER
14333,210761169,4,OTHPER,0.7665930000000001,OTHPER
14334,210761217,4, Noise,0.574527, Noise
14335,210761221,4, Noise,0.562872, Noise
14336,210761432,4, Noise,0.6146590000000001, Noise
14337,210761438,4, Noise,0.58549, Noise
14338,210761454,4,OTHPER,0.7673449999999999,OTHPER
14339,210761526,4, Noise,0.688716, Noise
14340,210761528,4,OTHPER,0.720518,OTHPER
14341,210761536,4, Noise,0.509998, Noise
14342,210761588,4,OTHPER,0.5112329999999999,OTHPER
14343,210761622,4, Noise,0.563187, Noise
14344,210761676,4,OTHPER,0.563647,OTHPER
14345,210761711,4,OTHPER,0.8685860000000001,OTHPER
14346,210761726,4, Noise,0.642762, Noise
14347,210761770,4,OTHPER,0.865664,OTHPER
14348,210761838,4,OTHPER,0.580202,OTHPER
14349,210761901,4, Noise,0.6369229999999999, Noise
14350,210761927,4, Noise,0.8164279999999999, Noise
14351,210761940,4,OTHPER,0.550793,OTHPER
14352,210761989,4, Noise,0.6274390000000001, Noise
14353,210762062,4, Noise,0.663734, Noise
14354,210762093,4,OTHPER,0.979538,OTHPER
14355,210762196,4, Noise,0.793926, Noise
14356,210762209,4,    EB,0.524547,OTHPER
14357,210762380,4,OTHPER,0.544413,OTHPER
14358,210762390,4, Noise,0.647965, Noise
14359,210762426,4, Noise,0.504518, Noise
14360,210762441,4,OTHPER,0.523928,OTHPER
14361,210762464,4,OTHPER,0.7131460000000001,OTHPER
14362,210762478,4,OTHPER,0.917834,OTHPER
14363,210762495,4,OTHPER,0.902477,OTHPER
14364,210762615,4,OTHPER,0.675668,OTHPER
14365,210762704,4, Noise,0.649532, Noise
14366,210762740,4, Noise,0.913932, Noise
14367,210762751,4, Noise,0.89275, Noise
14368,210762789,4, Noise,0.5958140000000001, Noise
14369,210762802,4, Noise,0.6812239999999999, Noise
14370,210762846,4, Noise,0.659586, Noise
14371,210762863,4,OTHPER,0.973023,OTHPER
14372,210762875,4,OTHPER,0.789132,OTHPER
14373,210762887,4, Noise,0.5414720000000001, Noise
14374,210762912,4, Noise,0.6199819999999999, Noise
14375,210762951,4, Noise,0.7419600000000001, Noise
14376,210763053,4,OTHPER,0.5437489999999999,OTHPER
14377,210763143,4, Noise,0.724715, Noise
14378,210763144,4, Noise,0.704725, Noise
14379,210763163,4, Noise,0.692652, Noise
14380,210763179,4, Noise,0.607154, Noise
14381,210763198,4, Noise,0.623071, Noise
14382,210763406,4,  RRab,0.567807,  RRab
14383,210763433,4,OTHPER,0.794125,OTHPER
14384,210763441,4, Noise,0.560195, Noise
14385,210763461,4,OTHPER,0.50863,OTHPER
14386,210763474,4,OTHPER,0.858042,OTHPER
14387,210763515,4, Noise,0.549287, Noise
14388,210763529,4, Noise,0.595875, Noise
14389,210763545,4,OTHPER,0.508572,OTHPER
14390,210763589,4, Noise,0.551848, Noise
14391,210763594,4, Noise,0.752816, Noise
14392,210763664,4,OTHPER,0.5765979999999999,OTHPER
14393,210763667,4,OTHPER,0.7056560000000001,OTHPER
14394,210763691,4,OTHPER,0.816828,OTHPER
14395,210763767,4, Noise,0.522835, Noise
14396,210763799,4,OTHPER,0.516706,OTHPER
14397,210763843,4, Noise,0.937223, Noise
14398,210763852,4,OTHPER,0.582849,OTHPER
14399,210763876,4,OTHPER,0.548434,OTHPER
14400,210763921,4, Noise,0.774551, Noise
14401,210763937,4, Noise,0.667938, Noise
14402,210763939,4, Noise,0.64752, Noise
14403,210763952,4,OTHPER,0.599828,OTHPER
14404,210764038,4, Noise,0.571996, Noise
14405,210764157,4, Noise,0.588721, Noise
14406,210764275,4, Noise,0.644745, Noise
14407,210764297,4, Noise,0.8477040000000001, Noise
14408,210764373,4,OTHPER,0.521176,OTHPER
14409,210764423,4,OTHPER,0.945071,OTHPER
14410,210764431,4,OTHPER,0.936645,OTHPER
14411,210764451,4, Noise,0.540299, Noise
14412,210764483,4,OTHPER,0.987661,OTHPER
14413,210764521,4, Noise,0.528489, Noise
14414,210764570,4, Noise,0.5622189999999999, Noise
14415,210764675,4, Noise,0.536647, Noise
14416,210764761,4,OTHPER,0.570186,OTHPER
14417,210764876,4, Noise,0.5588310000000001, Noise
14418,210764932,4,OTHPER,0.856189,OTHPER
14419,210764955,4,OTHPER,0.635613,OTHPER
14420,210764964,4,OTHPER,0.573489,OTHPER
14421,210765034,4, Noise,0.904799, Noise
14422,210765043,4,OTHPER,0.533612,OTHPER
14423,210765083,4,OTHPER,0.915287,OTHPER
14424,210765126,4, Noise,0.621621, Noise
14425,210765142,4, Noise,0.674564, Noise
14426,210765175,4, Noise,0.60905, Noise
14427,210765190,4, Noise,0.728055, Noise
14428,210765227,4,OTHPER,0.6386649999999999,OTHPER
14429,210765241,4, Noise,0.6842590000000001, Noise
14430,210765248,4,OTHPER,0.650622,OTHPER
14431,210765287,4, Noise,0.5506989999999999, Noise
14432,210765308,4,OTHPER,0.524062,OTHPER
14433,210765407,4, Noise,0.625401, Noise
14434,210765460,4, Noise,0.5093489999999999, Noise
14435,210765489,4, Noise,0.5495979999999999, Noise
14436,210765537,4, Noise,0.624401, Noise
14437,210765589,4, Noise,0.66325, Noise
14438,210765604,4,OTHPER,0.8672200000000001,OTHPER
14439,210765634,4,OTHPER,0.515875,OTHPER
14440,210765748,4, Noise,0.5244409999999999, Noise
14441,210765760,4,OTHPER,0.8316879999999999,OTHPER
14442,210765780,4, Noise,0.706493, Noise
14443,210765795,4, Noise,0.7341989999999999, Noise
14444,210765827,4, DSCUT,0.934207, DSCUT
14445,210765889,4,OTHPER,0.504268,OTHPER
14446,210765895,4,OTHPER,0.714457,OTHPER
14447,210766035,4, Noise,0.558863, Noise
14448,210766103,4,OTHPER,0.5739390000000001,OTHPER
14449,210766160,4, Noise,0.5177189999999999, Noise
14450,210766199,4,OTHPER,0.964773,OTHPER
14451,210766213,4, Noise,0.579206, Noise
14452,210766253,4, Noise,0.7399560000000001, Noise
14453,210766284,4,OTHPER,0.975891,OTHPER
14454,210766289,4,  RRab,0.59905,  RRab
14455,210766338,4, Noise,0.548143, Noise
14456,210766395,4, DSCUT,0.939195, DSCUT
14457,210766521,4, Noise,0.8354889999999999, Noise
14458,210766570,4,OTHPER,0.655634,OTHPER
14459,210766572,4, Noise,0.70399, Noise
14460,210766719,4,OTHPER,0.880878,OTHPER
14461,210766785,4,OTHPER,0.78035,OTHPER
14462,210766800,4,OTHPER,0.7211930000000001,OTHPER
14463,210766868,4,OTHPER,0.8401860000000001,OTHPER
14464,210766884,4, Noise,0.740242, Noise
14465,210766927,4, Noise,0.683922, Noise
14466,210766989,4, Noise,0.5659029999999999, Noise
14467,210767177,4, Noise,0.609715, Noise
14468,210767255,4,OTHPER,0.584728,OTHPER
14469,210767454,4, Noise,0.58723, Noise
14470,210767478,4, Noise,0.538529, Noise
14471,210767482,4,OTHPER,0.8965290000000001,OTHPER
14472,210767541,4, Noise,0.621553, Noise
14473,210767546,4,OTHPER,0.559081,OTHPER
14474,210767551,4,OTHPER,0.505053,OTHPER
14475,210767560,4, Noise,0.8454229999999999, Noise
14476,210767761,4,OTHPER,0.509676,OTHPER
14477,210767841,4, Noise,0.642338, Noise
14478,210767973,4, Noise,0.585537, Noise
14479,210767985,4,OTHPER,0.6403300000000001,OTHPER
14480,210767994,4,OTHPER,0.761713,OTHPER
14481,210768027,4, Noise,0.593791, Noise
14482,210768217,4, Noise,0.644163, Noise
14483,210768330,4, Noise,0.592988, Noise
14484,210768357,4, Noise,0.576858, Noise
14485,210768395,4, Noise,0.623119, Noise
14486,210768521,4,OTHPER,0.887437,OTHPER
14487,210768535,4,OTHPER,0.653004,OTHPER
14488,210768568,4,OTHPER,0.5439689999999999,OTHPER
14489,210768658,4,OTHPER,0.8290690000000001,OTHPER
14490,210768690,4, Noise,0.745889, Noise
14491,210768717,4,OTHPER,0.5475300000000001,OTHPER
14492,210768834,4,OTHPER,0.851517,OTHPER
14493,210768919,4,OTHPER,0.953531,OTHPER
14494,210768927,4,OTHPER,0.530612,OTHPER
14495,210769047,4,OTHPER,0.920043,OTHPER
14496,210769186,4, Noise,0.512991, Noise
14497,210769216,4, Noise,0.549503, Noise
14498,210769333,4,OTHPER,0.834606,OTHPER
14499,210769354,4, Noise,0.89455, Noise
14500,210769457,4,OTHPER,0.721982,OTHPER
14501,210769462,4, Noise,0.508614, Noise
14502,210769618,4, Noise,0.61834, Noise
14503,210769653,4,OTHPER,0.6318819999999999,OTHPER
14504,210769691,4,OTHPER,0.770868,OTHPER
14505,210769697,4,OTHPER,0.7882319999999999,OTHPER
14506,210769717,4,OTHPER,0.500646,OTHPER
14507,210769751,4,OTHPER,0.939992,OTHPER
14508,210769793,4, DSCUT,0.979503, DSCUT
14509,210769813,4,OTHPER,0.8860620000000001,OTHPER
14510,210769844,4, Noise,0.635258, Noise
14511,210769862,4, Noise,0.705751, Noise
14512,210769872,4, Noise,0.503877, Noise
14513,210769873,4, Noise,0.654375, Noise
14514,210769880,4,OTHPER,0.783471,OTHPER
14515,210769883,4,OTHPER,0.633288,OTHPER
14516,210769977,4, Noise,0.5111220000000001, Noise
14517,210769979,4,OTHPER,0.601136,OTHPER
14518,210770044,4,OTHPER,0.505934,OTHPER
14519,210770065,4, Noise,0.7213, Noise
14520,210770121,4, Noise,0.509943, Noise
14521,210770142,4, Noise,0.897576, Noise
14522,210770192,4, Noise,0.70311, Noise
14523,210770220,4, Noise,0.537193, Noise
14524,210770235,4,OTHPER,0.521724,OTHPER
14525,210770362,4, Noise,0.8512649999999999, Noise
14526,210770380,4,OTHPER,0.692735,OTHPER
14527,210770414,4,OTHPER,0.51105,OTHPER
14528,210770541,4,OTHPER,0.5119739999999999,OTHPER
14529,210770625,4, Noise,0.740907, Noise
14530,210770719,4, Noise,0.537736, Noise
14531,210770723,4, Noise,0.562245, Noise
14532,210770743,4, Noise,0.947524, Noise
14533,210770796,4, Noise,0.512966, Noise
14534,210770806,4, Noise,0.7685420000000001, Noise
14535,210770855,4, Noise,0.518241, Noise
14536,210770879,4, Noise,0.620892, Noise
14537,210770902,4,OTHPER,0.594683,OTHPER
14538,210771036,4, Noise,0.666557, Noise
14539,210771204,4,OTHPER,0.646079,OTHPER
14540,210771219,4,OTHPER,0.532796,OTHPER
14541,210771254,4,OTHPER,0.5998760000000001,OTHPER
14542,210771281,4, Noise,0.713372, Noise
14543,210771355,4, Noise,0.8529450000000001, Noise
14544,210771482,4,OTHPER,0.590324,OTHPER
14545,210771526,4, Noise,0.7337600000000001, Noise
14546,210771577,4, Noise,0.63438, Noise
14547,210771590,4,OTHPER,0.526317,OTHPER
14548,210771656,4, DSCUT,0.611273, DSCUT
14549,210771662,4,OTHPER,0.897185,OTHPER
14550,210771734,4, Noise,0.791656, Noise
14551,210771794,4,OTHPER,0.624749,OTHPER
14552,210771809,4, Noise,0.690821, Noise
14553,210771878,4, Noise,0.8441209999999999, Noise
14554,210771912,4, Noise,0.60505, Noise
14555,210771915,4,OTHPER,0.791327,OTHPER
14556,210771973,4, Noise,0.828943, Noise
14557,210772000,4,OTHPER,0.843092,OTHPER
14558,210772001,4,OTHPER,0.975185,OTHPER
14559,210772325,4, Noise,0.607384, Noise
14560,210772355,4,OTHPER,0.505066,OTHPER
14561,210772416,4, Noise,0.570753, Noise
14562,210772426,4, Noise,0.7085640000000001, Noise
14563,210772436,4, Noise,0.625218, Noise
14564,210772796,4,OTHPER,0.812051,OTHPER
14565,210772805,4,OTHPER,0.561033,OTHPER
14566,210772819,4, DSCUT,0.78787, DSCUT
14567,210772891,4, Noise,0.549755, Noise
14568,210772990,4,OTHPER,0.625931,OTHPER
14569,210773070,4,OTHPER,0.68999,OTHPER
14570,210773213,4, Noise,0.521226, Noise
14571,210773255,4,OTHPER,0.744907,OTHPER
14572,210773304,4,OTHPER,0.899066,OTHPER
14573,210773333,4,OTHPER,0.945479,OTHPER
14574,210773380,4, Noise,0.501945, Noise
14575,210773439,4,OTHPER,0.543762,OTHPER
14576,210773520,4, Noise,0.710742, Noise
14577,210773524,4, Noise,0.525709, Noise
14578,210773599,4, Noise,0.7427560000000001, Noise
14579,210773656,4, Noise,0.708162, Noise
14580,210773729,4,OTHPER,0.677758,OTHPER
14581,210773750,4, Noise,0.6310859999999999, Noise
14582,210773762,4,OTHPER,0.512142,OTHPER
14583,210773801,4, Noise,0.5785319999999999, Noise
14584,210773827,4, Noise,0.5684899999999999, Noise
14585,210773919,4,OTHPER,0.510231,OTHPER
14586,210774049,4, Noise,0.500454, Noise
14587,210774216,4,OTHPER,0.735629,OTHPER
14588,210774243,4,OTHPER,0.6156729999999999,OTHPER
14589,210774400,4,OTHPER,0.603143,OTHPER
14590,210774430,4,OTHPER,0.911224,OTHPER
14591,210774447,4, Noise,0.7235010000000001, Noise
14592,210774449,4,OTHPER,0.769142,OTHPER
14593,210774469,4,OTHPER,0.655207,OTHPER
14594,210774558,4, Noise,0.576551, Noise
14595,210774563,4,OTHPER,0.516121,OTHPER
14596,210774604,4,OTHPER,0.932525,OTHPER
14597,210774618,4,OTHPER,0.648452,OTHPER
14598,210774619,4, Noise,0.702515, Noise
14599,210774656,4,OTHPER,0.874816,OTHPER
14600,210774690,4,OTHPER,0.506104,OTHPER
14601,210774732,4, Noise,0.54664, Noise
14602,210774782,4,OTHPER,0.964058,OTHPER
14603,210774814,4, Noise,0.5666939999999999, Noise
14604,210774821,4, Noise,0.809305, Noise
14605,210774836,4,OTHPER,0.564099,OTHPER
14606,210774847,4,OTHPER,0.681646,OTHPER
14607,210774934,4,OTHPER,0.533562,OTHPER
14608,210774948,4, Noise,0.598979, Noise
14609,210775019,4,OTHPER,0.6294390000000001,OTHPER
14610,210775125,4, Noise,0.696934, Noise
14611,210775146,4,OTHPER,0.5974649999999999,OTHPER
14612,210775165,4,OTHPER,0.805408,OTHPER
14613,210775308,4, Noise,0.623424, Noise
14614,210775313,4,OTHPER,0.5892689999999999,OTHPER
14615,210775426,4,OTHPER,0.66277,OTHPER
14616,210775619,4,OTHPER,0.699716,OTHPER
14617,210775671,4,OTHPER,0.6489189999999999,OTHPER
14618,210775694,4,OTHPER,0.980743,OTHPER
14619,210775797,4, Noise,0.8989860000000001, Noise
14620,210775831,4,OTHPER,0.6046050000000001,OTHPER
14621,210775848,4, Noise,0.5714060000000001, Noise
14622,210775959,4, Noise,0.684226, Noise
14623,210776021,4,OTHPER,0.515828,OTHPER
14624,210776031,4, Noise,0.511063, Noise
14625,210776103,4,OTHPER,0.8537110000000001,OTHPER
14626,210776124,4,OTHPER,0.947929,OTHPER
14627,210776126,4, Noise,0.8390489999999999, Noise
14628,210776277,4, Noise,0.553682, Noise
14629,210776306,4, Noise,0.547354, Noise
14630,210776333,4, Noise,0.6867979999999999, Noise
14631,210776409,4,OTHPER,0.581267,OTHPER
14632,210776746,4, Noise,0.625061, Noise
14633,210776778,4, Noise,0.601543, Noise
14634,210776787,4, Noise,0.61805, Noise
14635,210776793,4, Noise,0.714435, Noise
14636,210776828,4,OTHPER,0.763286,OTHPER
14637,210776870,4,OTHPER,0.5205770000000001,OTHPER
14638,210776960,4, Noise,0.545557, Noise
14639,210776977,4, Noise,0.656436, Noise
14640,210776998,4, Noise,0.906025, Noise
14641,210777017,4,OTHPER,0.580412,OTHPER
14642,210777034,4,OTHPER,0.741739,OTHPER
14643,210777145,4,OTHPER,0.7500180000000001,OTHPER
14644,210777311,4, Noise,0.506951, Noise
14645,210777383,4, Noise,0.757203, Noise
14646,210777503,4,OTHPER,0.985942,OTHPER
14647,210777548,4,OTHPER,0.752713,OTHPER
14648,210777600,4,OTHPER,0.982843,OTHPER
14649,210777605,4, Noise,0.787492, Noise
14650,210777631,4,OTHPER,0.578811,OTHPER
14651,210777722,4, Noise,0.79452, Noise
14652,210777791,4, Noise,0.8439469999999999, Noise
14653,210777825,4, Noise,0.632555, Noise
14654,210777988,4,OTHPER,0.8824,OTHPER
14655,210778003,4,OTHPER,0.516696,OTHPER
14656,210778048,4, Noise,0.514372, Noise
14657,210778059,4,OTHPER,0.508545,OTHPER
14658,210778094,4, Noise,0.714739, Noise
14659,210778133,4,OTHPER,0.52594,OTHPER
14660,210778144,4, Noise,0.677657, Noise
14661,210778181,4,OTHPER,0.767749,OTHPER
14662,210778222,4, Noise,0.654617, Noise
14663,210778232,4, Noise,0.6634369999999999, Noise
14664,210778244,4, Noise,0.538375, Noise
14665,210778331,4, Noise,0.5090100000000001, Noise
14666,210778340,4,OTHPER,0.54599,OTHPER
14667,210778357,4,OTHPER,0.7384609999999999,OTHPER
14668,210778416,4,OTHPER,0.611107,OTHPER
14669,210778417,4,OTHPER,0.752847,OTHPER
14670,210778573,4,OTHPER,0.784673,OTHPER
14671,210778603,4, Noise,0.772103, Noise
14672,210778643,4,OTHPER,0.5754630000000001,OTHPER
14673,210778787,4,OTHPER,0.969144,OTHPER
14674,210778804,4,OTHPER,0.60093,OTHPER
14675,210778818,4, Noise,0.650037, Noise
14676,210778970,4, Noise,0.520251, Noise
14677,210779050,4,OTHPER,0.708657,OTHPER
14678,210779124,4, Noise,0.517781, Noise
14679,210779153,4, Noise,0.617165, Noise
14680,210779159,4, Noise,0.739128, Noise
14681,210779226,4,OTHPER,0.8984719999999999,OTHPER
14682,210779237,4, Noise,0.819098, Noise
14683,210779241,4, Noise,0.620577, Noise
14684,210779259,4,OTHPER,0.7708189999999999,OTHPER
14685,210779334,4,OTHPER,0.675887,OTHPER
14686,210779340,4,OTHPER,0.66127,OTHPER
14687,210779359,4,OTHPER,0.587687,OTHPER
14688,210779405,4, Noise,0.588148, Noise
14689,210779544,4, Noise,0.565358, Noise
14690,210779549,4, Noise,0.780854, Noise
14691,210779570,4,OTHPER,0.8570190000000001,OTHPER
14692,210779603,4, Noise,0.6903100000000001, Noise
14693,210779624,4, Noise,0.613582, Noise
14694,210779666,4,  GDOR,0.6853819999999999,  GDOR
14695,210779702,4, Noise,0.73519, Noise
14696,210779706,4,    EA,0.975015,    EA
14697,210779727,4, Noise,0.520911, Noise
14698,210779873,4, Noise,0.508558, Noise
14699,210779878,4,OTHPER,0.6785899999999999,OTHPER
14700,210779883,4, Noise,0.623946, Noise
14701,210779917,4, Noise,0.571873, Noise
14702,210780060,4, Noise,0.562601, Noise
14703,210780111,4, Noise,0.517343, Noise
14704,210780155,4, Noise,0.696625, Noise
14705,210780188,4,OTHPER,0.758754,OTHPER
14706,210780195,4, Noise,0.80693, Noise
14707,210780385,4,OTHPER,0.536591,OTHPER
14708,210780532,4,OTHPER,0.599479,OTHPER
14709,210780737,4,OTHPER,0.534118,OTHPER
14710,210780780,4,OTHPER,0.778852,OTHPER
14711,210780789,4,OTHPER,0.763179,OTHPER
14712,210780851,4,    EA,0.661748,    EA
14713,210780956,4,OTHPER,0.901973,OTHPER
14714,210780960,4, Noise,0.530621, Noise
14715,210781067,4, Noise,0.594703, Noise
14716,210781143,4,OTHPER,0.8662,OTHPER
14717,210781150,4, Noise,0.68378, Noise
